,open,high,low,close,volume
2020-04-15,277.57,283.94,275.46,277.76,121155983
2020-04-16,279.15,280.03,275.76,279.1,126144324
2020-04-17,285.38,287.3,282.4,286.64,146455688
2020-04-20,282.61,286.79,281.35,281.59,99323028
2020-04-21,276.73,278.04,272.02,273.04,125772551
2020-04-22,278.35,281.0,276.91,279.1,92831657
2020-04-23,280.49,283.94,278.75,279.08,103685412
2020-04-24,280.73,283.7,278.5,282.97,85042563
2020-04-27,285.12,288.27,284.62,287.05,77516422
2020-04-28,291.02,291.4,285.4,285.73,104797847
2020-04-29,291.53,294.88,290.41,293.21,118066585
2020-04-30,291.71,293.32,288.59,290.48,121537052
2020-05-01,285.31,290.66,281.52,282.79,125045778
2020-05-04,280.74,283.9,279.13,283.57,80462952
2020-05-05,286.64,289.25,283.71,286.19,79199214
2020-05-06,288.04,288.46,283.78,284.25,72980387
2020-05-07,287.75,289.78,287.13,287.68,74788296
2020-05-08,291.09,292.95,289.86,292.44,76446082
2020-05-11,290.34,294.0,289.88,292.5,78982891
2020-05-12,293.79,294.24,286.52,286.67,94484342
2020-05-13,286.06,287.19,278.96,281.6,144035915
2020-05-14,278.95,285.11,272.99,284.97,121473094
2020-05-15,282.37,286.33,281.34,286.28,111015834
2020-05-18,293.05,296.75,292.7,295.0,119719465
2020-05-19,294.35,296.21,291.95,291.97,94317356
2020-05-20,295.82,297.87,295.57,296.93,85279592
2020-05-21,296.79,297.67,293.69,294.88,77863922
2020-05-22,294.57,295.63,293.22,295.44,63697627
2020-05-26,301.93,302.19,295.46,299.08,88604807
2020-05-27,302.12,303.57,296.87,303.53,104086252
2020-05-28,304.65,306.84,302.24,302.97,90232213
2020-05-29,302.46,304.96,299.47,304.32,119067393
2020-06-01,303.62,306.21,303.06,305.55,55696013
2020-06-02,306.55,308.13,305.1,308.08,73635043
2020-06-03,310.24,313.22,309.94,312.18,91750087
2020-06-04,311.11,313.0,309.08,311.36,75471787
2020-06-05,317.23,321.27,317.16,319.34,150302461
2020-06-08,320.22,323.41,319.63,323.2,73310274
2020-06-09,320.3,323.28,319.36,320.79,77174695
2020-06-10,321.42,322.39,318.22,319.0,93944722
2020-06-11,311.46,312.15,300.01,300.61,208285190
2020-06-12,308.24,309.08,298.6,304.21,194450402
2020-06-15,298.02,308.28,296.74,307.05,134968796
2020-06-16,315.48,315.64,307.67,312.96,137048347
2020-06-17,314.07,314.39,310.86,311.66,82814592
2020-06-18,310.01,312.3,309.51,311.78,80355844
2020-06-19,314.17,314.38,306.53,308.64,135211345
2020-06-22,307.99,311.05,306.75,310.62,74007212
2020-06-23,313.49,314.5,311.61,312.05,68066900
2020-06-24,309.84,310.51,302.1,304.09,132067392
2020-06-25,303.47,307.64,301.28,307.35,88966079
2020-06-26,306.16,306.39,299.42,300.05,127811745
2020-06-29,301.41,304.61,298.93,304.46,79773260
2020-06-30,303.99,310.2,303.82,308.36,112828251
2020-07-01,309.57,311.89,309.07,310.52,71910372
2020-07-02,314.24,315.7,311.51,312.23,69214995
2020-07-06,316.37,317.68,315.56,317.05,61149258
2020-07-07,315.38,317.52,313.37,313.78,82583406
2020-07-08,314.61,316.3,312.7,316.18,54202602
2020-07-09,316.84,317.1,310.68,314.38,83079092
2020-07-10,314.31,317.88,312.76,317.59,57454436
2020-07-13,320.13,322.71,314.13,314.84,102549097
2020-07-14,313.3,319.76,312.0,318.92,92791839
2020-07-15,322.41,323.04,319.27,321.85,86921534
2020-07-16,319.79,321.28,319.09,320.79,54433414
2020-07-17,321.88,322.57,319.74,321.72,64421802
2020-07-20,321.43,325.13,320.62,324.32,56150230
2020-07-21,326.45,326.93,323.94,325.01,57245315
2020-07-22,324.62,327.2,324.5,326.86,57792915
2020-07-23,326.47,327.23,321.48,322.96,75737989
2020-07-24,320.95,321.99,319.246,320.88,73766597
2020-07-27,321.63,323.41,320.775,323.22,48292970
2020-07-28,322.43,323.64,320.85,321.17,57494979
2020-07-29,322.12,325.73,322.075,325.12,48454159
2020-07-30,321.9,324.41,319.64,323.96,61861714
2020-07-31,325.9,326.63,321.33,326.52,85210755
2020-08-03,328.32,329.62,327.73,328.79,53077948
2020-08-04,327.86,330.06,327.86,330.06,41917893
2020-08-05,331.47,332.39,331.18,332.11,42866354
2020-08-06,331.4799,334.46,331.13,334.33,43679447
2020-08-07,333.28,334.88,332.3,334.57,57308270
2020-08-10,335.06,335.77,332.955,335.57,44282089
2020-08-11,336.85,337.54,332.01,332.8,69601087
2020-08-12,335.44,338.28,332.8377,337.44,53826128
2020-08-13,336.61,338.2514,335.83,336.83,41816146
2020-08-14,336.41,337.42,335.62,336.84,47260390
2020-08-17,337.94,338.34,336.8517,337.91,34496002
2020-08-18,338.34,339.1,336.61,338.64,38733908
2020-08-19,339.05,339.61,336.62,337.23,68054244
2020-08-20,335.36,338.8,335.22,338.28,42207826
2020-08-21,337.92,339.72,337.55,339.48,55106628
2020-08-24,342.12,343.0,339.4504,342.92,48588662
2020-08-25,343.53,344.21,342.27,344.12,38463381
2020-08-26,344.76,347.86,344.17,347.57,50790237
2020-08-27,348.51,349.9,346.53,348.33,58034142
2020-08-28,349.44,350.72,348.15,350.58,48588940
2020-08-31,350.35,351.3,349.06,349.31,66099183
2020-09-01,350.21,352.71,349.24,352.6,54999325
2020-09-02,354.67,358.75,353.43,357.7,69540035
2020-09-03,355.87,356.38,342.59,345.39,148011129
2020-09-04,346.13,347.83,334.87,342.57,139156281
2020-09-08,336.71,342.64,332.88,333.21,114465322
2020-09-09,337.55,342.46,336.61,339.79,91462290
2020-09-10,341.82,342.53,332.85,333.89,90569548
2020-09-11,335.82,336.97,331.0,334.06,84680194
2020-09-14,337.49,340.38,334.2208,338.46,65605686
2020-09-15,341.12,342.02,338.4683,340.17,52920862
2020-09-16,341.51,343.06,338.52,338.82,82211256
2020-09-17,333.56,337.6996,332.991,335.84,91523339
2020-09-18,335.37,335.49,327.97,330.65,105877942
2020-09-21,325.7,327.13,321.73,326.97,99450829
2020-09-22,328.57,330.9,325.86,330.3,63612107
2020-09-23,330.9,331.2,322.1,322.64,93112240
2020-09-24,321.22,326.797,319.8,323.5,76681332
2020-09-25,322.58,329.58,321.64,328.73,71069426
2020-09-28,333.22,334.96,332.15,334.19,64584614
2020-09-29,333.97,334.77,331.6209,332.37,51531594
2020-09-30,333.09,338.29,332.88,334.89,104081136
2020-10-01,337.69,338.74,335.01,337.04,88698745
2020-10-02,331.7,337.0126,331.19,333.84,89431112
2020-10-05,336.06,339.96,336.01,339.76,45713108
2020-10-06,339.91,342.17,334.38,334.93,90128883
2020-10-07,338.12,341.63,338.09,340.76,56999597
2020-10-08,342.85,343.85,341.86,343.78,45242476
2020-10-09,345.56,347.35,344.89,346.85,59528606
2020-10-12,349.59,354.02,349.06,352.43,80388533
2020-10-13,352.28,352.4651,349.09,350.13,73255513
2020-10-14,350.75,351.93,347.14,347.93,57958749
2020-10-15,343.71,348.02,343.13,347.5,60357659
2020-10-16,348.96,350.75,347.1,347.29,89501868
2020-10-19,348.65,349.33,341.04,342.01,68425614
2020-10-20,343.46,346.88,342.64,343.38,60051880
2020-10-21,343.33,348.6847,342.4,342.73,63574979
2020-10-22,342.96,345.24,340.65,344.61,55399292
2020-10-23,345.93,345.99,343.13,345.78,49143931
2020-10-26,342.13,342.98,335.62,339.39,91473002
2020-10-27,339.76,340.12,337.99,338.22,65994108
2020-10-28,332.1,338.2483,326.13,326.66,127094307
2020-10-29,326.91,333.395,325.09,329.98,90597689
2020-10-30,328.28,329.69,322.6,326.54,120448685
2020-11-02,330.2,332.36,327.24,330.2,86068299
2020-11-03,333.69,338.25,330.2935,336.03,93294192
2020-11-04,340.86,347.94,339.59,343.54,126959700
2020-11-05,349.24,352.19,348.86,350.24,82039749
2020-11-06,349.93,351.51,347.65,350.16,74972973
2020-11-09,363.97,364.38,354.06,354.56,172304203
2020-11-10,353.49,355.18,350.51,354.04,85552022
2020-11-11,356.4,357.56,355.06,356.67,58649048
2020-11-12,355.58,356.7182,351.26,353.21,68118563
2020-11-13,355.27,358.9,354.71,358.1,62959429
2020-11-16,360.98,362.78,359.59,362.57,74541138
2020-11-17,359.97,361.92,358.34,360.62,66111009
2020-11-18,360.91,361.5,356.24,356.28,70591299
2020-11-19,355.6,358.18,354.15,357.78,59940947
2020-11-20,357.5,357.72,355.25,355.33,70411890
2020-11-23,357.28,358.82,354.865,357.46,63230608
2020-11-24,360.21,363.81,359.29,363.22,60985003
2020-11-25,363.13,363.16,361.48,362.66,45330890
2020-11-27,363.84,364.18,362.58,363.67,28514072
2020-11-30,362.83,363.12,359.17,362.06,83872709
2020-12-01,365.57,367.68,364.93,366.02,72509670
2020-12-02,364.82,366.96,364.2,366.79,45927000
2020-12-03,366.68,368.19,365.5,366.69,62881998
2020-12-04,367.32,369.85,367.22,369.85,50749859
2020-12-07,369.02,369.62,367.72,369.09,48944269
2020-12-08,367.72,370.78,367.67,370.17,42458859
2020-12-09,370.88,371.05,365.95,366.85,74098312
2020-12-10,365.37,367.86,364.43,366.73,57735353
2020-12-11,364.9,366.7402,363.26,366.3,57698614
2020-12-14,368.64,369.8,364.47,364.66,69216174
2020-12-15,367.4,369.59,365.92,369.59,64071099
2020-12-16,369.82,371.16,368.8676,370.17,58420517
2020-12-17,371.94,372.46,371.05,372.24,64119472
2020-12-18,370.97,371.15,367.02,369.18,136542328
2020-12-21,364.97,378.46,362.03,367.86,96386745
2020-12-22,368.21,368.3317,366.03,367.24,48388462
2020-12-23,368.28,369.62,367.2172,367.57,46201402
2020-12-24,368.08,369.03,367.45,369.0,26457853
2020-12-28,371.74,372.59,371.07,372.17,37932709
2020-12-29,373.81,374.0,370.83,371.46,53680451
2020-12-30,372.34,373.1,371.57,371.99,49455259
2020-12-31,371.78,374.66,371.232,373.88,78520702
2021-01-04,375.31,375.45,364.82,368.79,110210810
2021-01-05,368.1,372.5,368.05,371.33,66426229
2021-01-06,369.71,376.98,369.12,373.55,107997675
2021-01-07,376.1,379.9,375.91,379.1,68766812
2021-01-08,380.59,381.49,377.1,381.26,71677208
2021-01-11,377.85,380.58,377.7189,378.69,51176719
2021-01-12,378.89,379.86,376.36,378.77,51440114
2021-01-13,378.69,380.86,377.85,379.79,45303619
2021-01-14,380.59,381.13,378.1,378.46,49989113
2021-01-15,376.72,377.58,373.7,375.7,107159962
2021-01-19,378.34,379.23,376.75,378.65,51233300
2021-01-20,381.11,384.79,380.69,383.89,61836062
2021-01-21,384.49,384.95,383.25,384.24,47955809
2021-01-22,382.25,384.1256,381.835,382.88,52136931
2021-01-25,383.67,384.77,378.46,384.39,70401971
2021-01-26,385.41,385.85,383.54,383.79,42665281
2021-01-27,380.22,380.32,372.01,374.41,123351078
2021-01-28,376.36,381.93,375.89,377.63,94198104
2021-01-29,375.63,376.67,368.27,370.07,126765121
2021-02-01,373.72,377.34,370.376,376.23,75817597
2021-02-02,379.65,383.22,376.3181,381.55,62923781
2021-02-03,382.435,383.7,380.48,381.85,52427090
2021-02-04,382.96,386.24,381.9655,386.19,47142555
2021-02-05,388.2,388.47,386.1444,387.71,48669773
2021-02-08,389.27,390.56,388.35,390.51,38365185
2021-02-09,389.61,390.89,389.17,390.25,34142633
2021-02-10,392.12,392.28,387.5,390.08,58362935
2021-02-11,391.24,391.69,388.1,390.71,42913288
2021-02-12,389.85,392.9,389.77,392.64,50593270
2021-02-16,393.96,394.17,391.53,392.3,50972366
2021-02-17,390.42,392.66,389.33,392.39,51746878
2021-02-18,389.59,391.515,387.74,390.72,59712773
2021-02-19,392.07,392.38,389.55,390.03,83240971
2021-02-22,387.06,389.62,386.74,387.03,66517089
2021-02-23,384.66,388.945,380.2,387.5,107284127
2021-02-24,386.33,392.23,385.27,391.77,72433946
2021-02-25,390.41,391.88,380.7789,382.33,144712701
2021-02-26,384.35,385.58,378.23,380.36,149530614
2021-03-01,385.59,390.92,380.572,389.58,105348798
2021-03-02,389.82,390.07,386.0,386.54,79595332
2021-03-03,385.79,386.83,381.31,381.42,119940211
2021-03-04,381.22,384.0,371.88,376.7,183433020
2021-03-05,380.46,384.76,372.64,383.63,152039624
2021-03-08,384.66,387.68,381.42,381.72,123149245
2021-03-09,385.85,389.91,381.7299,387.17,113633556
2021-03-10,389.69,391.4,388.1702,389.58,109899410
2021-03-11,392.23,395.65,391.74,393.53,86245040
2021-03-12,392.07,394.21,391.2,394.06,64653565
2021-03-15,394.33,396.685,392.03,396.41,73592302
2021-03-16,397.07,397.83,395.08,395.91,73722506
2021-03-17,394.53,398.12,393.3,397.26,97959265
2021-03-18,394.475,396.72,390.75,391.48,115349101
2021-03-19,389.88,391.569,387.15,389.48,113624490
2021-03-22,390.03,394.07,389.97,392.59,73778646
2021-03-23,391.91,393.46,388.66,389.5,90686552
2021-03-24,391.0,392.75,387.47,387.52,97588644
2021-03-25,385.98,390.55,383.9,389.7,116128622
2021-03-26,390.93,396.41,390.29,395.98,114409114
2021-03-29,394.4,396.75,392.81,395.78,108107626
2021-03-30,394.42,395.45,393.02,394.73,76262249
2021-03-31,395.34,398.0,395.31,396.33,112734214
2021-04-01,398.4,400.67,398.18,400.61,99682876
2021-04-05,403.46,406.94,403.38,406.36,91684764
2021-04-06,405.76,407.24,405.4,406.12,62020953
2021-04-07,405.94,406.96,405.45,406.59,55836280
2021-04-08,407.93,408.58,406.93,408.52,57863114
2021-04-09,408.39,411.67,408.26,411.49,61104559
2021-04-12,410.85,411.93,410.2,411.64,56704899
2021-04-13,411.53,413.529,411.12,412.86,56550988
2021-04-14,412.83,413.96,410.87,411.45,61659907
2021-04-15,413.74,416.16,413.69,415.87,60229842
2021-04-16,417.25,417.91,415.73,417.26,82037278
2021-04-19,416.26,416.74,413.79,415.21,78498496
2021-04-20,413.91,415.0859,410.59,412.17,81851828
2021-04-21,411.51,416.29,411.36,416.07,66792983
2021-04-22,415.89,416.78,411.13,412.27,97582788
2021-04-23,412.87,418.25,412.79,416.74,73276195
2021-04-26,417.44,418.22,416.8111,417.61,52182392
2021-04-27,417.93,418.14,416.3,417.52,51303056
2021-04-28,417.81,419.01,416.9,417.4,51238854
2021-04-29,420.32,420.72,416.44,420.06,78544329
2021-04-30,417.63,418.54,416.34,417.3,85527030
2021-05-03,419.43,419.84,417.665,418.2,68128289
2021-05-04,416.07,416.6,411.67,415.62,101591166
2021-05-05,417.38,417.63,415.15,415.75,39960661
2021-05-06,415.83,419.21,413.675,419.07,74321368
2021-05-07,419.89,422.815,419.16,422.12,67733790
2021-05-10,422.5,422.74,417.81,417.94,81852446
2021-05-11,413.1,415.27,410.06,414.21,116887975
2021-05-12,411.23,412.59,404.0,405.41,134811046
2021-05-13,407.07,412.35,407.02,410.28,106393963
2021-05-14,413.21,417.49,413.18,416.58,82201629
2021-05-17,415.39,416.39,413.36,415.52,65129221
2021-05-18,415.8,416.06,411.77,411.94,59810238
2021-05-19,406.92,411.05,405.33,410.86,106467052
2021-05-20,411.8,416.625,411.67,415.28,78022218
2021-05-21,416.87,418.2,414.45,414.94,76578662
2021-05-24,417.34,420.32,417.08,419.17,51376702
2021-05-25,420.33,420.71,417.62,418.24,57451396
2021-05-26,418.87,419.61,417.76,419.07,43088618
2021-05-27,420.17,420.72,418.9851,419.29,56707677
2021-05-28,420.97,421.25,419.79,420.04,58520164
2021-06-01,422.57,422.72,419.2,419.67,54216625
2021-06-02,420.37,421.23,419.29,420.33,49097061
2021-06-03,417.85,419.99,416.28,418.77,58138763
2021-06-04,420.75,422.92,418.8422,422.6,55938789
2021-06-07,422.59,422.78,421.19,422.19,51555032
2021-06-08,423.11,423.21,420.32,422.28,47134279
2021-06-09,423.18,423.26,421.41,421.65,48436342
2021-06-10,422.96,424.63,421.55,423.61,51020147
2021-06-11,424.2,424.43,422.82,424.31,45570828
2021-06-14,424.43,425.37,423.1,425.26,42358478
2021-06-15,425.42,425.46,423.54,424.48,51508508
2021-06-16,424.63,424.87,419.92,422.11,79250069
2021-06-17,421.67,423.02,419.32,421.97,90949659
2021-06-18,417.09,417.8281,414.7,414.92,118676302
2021-06-21,416.8,421.06,415.93,420.86,72822028
2021-06-22,420.85,424.0,420.08,423.11,57700303
2021-06-23,423.19,424.05,422.51,422.6,49445414
2021-06-24,424.89,425.55,424.62,425.1,45110288
2021-06-25,425.9,427.0943,425.55,426.61,58129525
2021-06-28,427.17,427.65,425.89,427.47,53159581
2021-06-29,427.88,428.56,427.13,427.7,35970515
2021-06-30,427.21,428.78,427.18,428.06,64827858
2021-07-01,428.87,430.6,428.8,430.43,53441027
2021-07-02,431.67,434.1,430.5218,433.72,57697668
2021-07-06,433.78,434.01,430.01,432.93,68710419
2021-07-07,433.66,434.76,431.51,434.46,63549456
2021-07-08,428.78,431.73,427.52,430.92,97595232
2021-07-09,432.53,435.84,430.714,435.52,76238584
